customer_id,full_name,email,home_region,signed_up_at,birth_year,favored_discipline
WIZ-00094,Elowen Duskwater,elowen.duskwater366@owlmail.co,SW,2024-05-13,1921,Herbalism
WIZ-00095,Fiora Crowfeather,fiora.crowfeather157@moonmail.net,Silverwood,2023-11-10,2007,Transmutation
WIZ-00096,Oswin Barrowmere,oswin.barrowmere751@crystalball.io,cv,2024-01-04,1930,Illusion
WIZ-00097,Lyra Mistlethorn,lyra.mistlethorn144@moonmail.net,Northern Reaches,2023-10-15,1965,Healing
WIZ-00098,Gideon Emberwhisk,gideon.emberwhisk605@owlmail.co,cv,2026-02-13,1954,Herbalism
WIZ-00099,Xanthe Yewbarrow,xanthe.yewbarrow514@moonmail.net,NR,2023-10-25,1886,Enchantment
WIZ-00100,Petra Hollowbranch,petra.hollowbranch184@moonmail.net,cv,2024-11-21,1903,Enchantment
WIZ-00101,Cassia Mossheart,cassia.mossheart379@owlmail.co,NR,2025-02-23,2001,Illusion
WIZ-00102,Delphine Moonbrook,delphine.moonbrook992@moonmail.net,SW,2023-11-28,1979,Alchemy
WIZ-00103,Yarrow Wyrmwood,yarrow.wyrmwood386@owlmail.co,SW,2023-03-21,1996,Alchemy
WIZ-00104,Oleander Thistledown,oleander.thistledown236@ravenpost.net,SW,2024-11-20,1904,Divination
WIZ-00105,Hawthorne Mossheart,hawthorne.mossheart494@grimoire.org,ec,2025-06-04,1967,Illusion
WIZ-00106,Isolde Kilnworth,isolde.kilnworth41@moonmail.net,NR,2024-11-15,2003,Divination
WIZ-00107,Corvin Emberwhisk,corvin.emberwhisk970@ravenpost.net,nr,2026-05-09,1945,Illusion
WIZ-00108,Ambrose Mistlethorn,ambrose.mistlethorn524@crystalball.io,nr,2023-07-06,2003,Transmutation
WIZ-00109,Yarrow Wyrmwood,yarrow.wyrmwood881@moonmail.net,Silverwood,2023-01-17,1962,Healing
WIZ-00110,Oleander Moonbrook,oleander.moonbrook121@ravenpost.net,EC,2025-12-27,1962,Herbalism
WIZ-00111,Belladonna Hazelrigg,belladonna.hazelrigg440@owlmail.co,cv,2024-08-14,1983,Transmutation
WIZ-00112,Corvin Nightbloom,corvin.nightbloom239@ravenpost.net,Ember Coast,2025-03-18,1937,Alchemy
WIZ-00113,Alaric Kilnworth,,sw,2025-12-15,1925,Transmutation
WIZ-00114,Maribel Duskwater,maribel.duskwater627@crystalball.io,CV,2024-03-09,1911,Transmutation
WIZ-00115,Lyra Vexley,lyra.vexley315@moonmail.net,Ember Coast,2025-11-08,1979,Divination
WIZ-00116,Oswin Crowfeather,oswin.crowfeather521@grimoire.org,The Marshlands,2024-12-13,1963,Enchantment
WIZ-00117,Yarrow Thistledown,yarrow.thistledown615@grimoire.org,NR,2024-11-26,1932,Healing
WIZ-00118,Zephyrine Netherfield,zephyrine.netherfield612@ravenpost.net,Crystal Vale,2025-04-20,1966,Transmutation
WIZ-00119,Hesper Owlsworth,hesper.owlsworth238@moonmail.net,NR,2024-06-06,1915,Enchantment
WIZ-00120,Rowan Yewbarrow,rowan.yewbarrow206@moonmail.net,Northern Reaches,2024-02-09,2002,Healing
WIZ-00121,Juniper Larkspur,juniper.larkspur987@owlmail.co,EC,2023-10-11,1885,Alchemy
WIZ-00122,Juniper Wandwright,juniper.wandwright823@moonmail.net,Crystal Vale,2025-06-14,1989,Illusion
WIZ-00123,Yarrow Kilnworth,yarrow.kilnworth985@grimoire.org,Silverwood,2025-03-07,1995,Healing
WIZ-00124,Yarrow Mossheart,yarrow.mossheart423@crystalball.io,SW,2025-02-21,1991,Alchemy
WIZ-00125,Vesper Wandwright,vesper.wandwright363@owlmail.co,CV,2024-12-30,2006,Enchantment
WIZ-00126,Fiora Copperkettle,fiora.copperkettle212@owlmail.co,NR,2023-09-05,1964,Alchemy
WIZ-00127,Fenwick Frostpetal,fenwick.frostpetal869@grimoire.org,EC,2026-01-06,1999,Herbalism
WIZ-00128,Gideon Brightmantle,gideon.brightmantle819@grimoire.org,ec,2023-05-12,1949,Alchemy
WIZ-00129,Lyra Dimbleby,lyra.dimbleby324@ravenpost.net,NR,2026-06-16,1959,Healing
WIZ-00130,Quilla Stormbottle,quilla.stormbottle982@moonmail.net,EC,2025-02-28,1939,Divination
WIZ-00131,Xanthe Yewbarrow,xanthe.yewbarrow590@owlmail.co,The Marshlands,2023-07-04,1987,Divination
WIZ-00132,Morwenna Foxglove,morwenna.foxglove10@owlmail.co,EC,2024-12-01,1999,Illusion
WIZ-00133,Umbra Frostpetal,umbra.frostpetal708@owlmail.co,Northern Reaches,2023-02-18,1945,Illusion
WIZ-00134,Vesper Duskwater,vesper.duskwater422@ravenpost.net,ec,2023-09-21,1962,Divination
WIZ-00135,Ignatius Stormbottle,ignatius.stormbottle690@moonmail.net,Ember Coast,2025-04-18,1998,Healing
WIZ-00136,Jasper Hollowbranch,jasper.hollowbranch628@moonmail.net,ember coast,2025-06-11,1895,Divination
WIZ-00137,Seraphine Brightmantle,seraphine.brightmantle456@crystalball.io,ml,2025-08-09,1942,Transmutation
WIZ-00138,Isolde Fernwhistle,isolde.fernwhistle407@ravenpost.net,northern reaches,2024-09-20,1945,Herbalism
WIZ-00139,Hesper Glimmerstone,hesper.glimmerstone954@grimoire.org,EC,2023-06-09,1921,Transmutation
WIZ-00140,Kestrel Emberwhisk,kestrel.emberwhisk334@grimoire.org,Ember Coast,2024-01-01,2004,Alchemy
WIZ-00141,Ignatius Stormbottle,ignatius.stormbottle652@moonmail.net,ec,2025-10-11,1953,ALCHEMY
WIZ-00142,Oswin Glimmerstone,oswin.glimmerstone160@crystalball.io,nr,2025-07-10,1982,Illusion
WIZ-00143,Ignatius Thistledown,ignatius.thistledown489@crystalball.io,NR,2025-11-16,1922,Herbalism
WIZ-00144,Xanthe Copperkettle,xanthe.copperkettle256@owlmail.co,ml,2026-01-26,1991,Transmutation
WIZ-00145,Peregrine Hazelrigg,peregrine.hazelrigg702@crystalball.io,Ember Coast,2026-03-20,1988,Alchemy
WIZ-00146,Lyra Ravenscroft,lyra.ravenscroft279@moonmail.net,EC,2024-04-11,1904,HEALING
WIZ-00147,Grizelda Owlsworth,grizelda.owlsworth239@ravenpost.net,nr,2024-03-24,1928,Transmutation
WIZ-00148,Xanthe Dimbleby,xanthe.dimbleby864@owlmail.co,Northern Reaches,2024-08-02,1894,Herbalism
WIZ-00149,Quilla Wyrmwood,quilla.wyrmwood732@owlmail.co,ember coast,2024-11-02,1916,ENCHANTMENT
WIZ-00150,Grizelda Hazelrigg,grizelda.hazelrigg698@crystalball.io,CV,2025-01-30,1978,Healing
WIZ-00151,Hawthorne Duskwater,hawthorne.duskwater909@ravenpost.net,ML,2025-05-02,1899,Divination
WIZ-00152,Kestrel Brightmantle,kestrel.brightmantle10@ravenpost.net,sw,2025-08-10,1973,Herbalism
WIZ-00153,Peregrine Hollowbranch,peregrine.hollowbranch954@ravenpost.net,nr,2026-06-03,1974,Herbalism
WIZ-00154,Oswin Saltmarsh,oswin.saltmarsh825@grimoire.org,ML,2026-04-22,1933,Alchemy
WIZ-00155,Cassia Frostpetal,cassia.frostpetal714@grimoire.org,NR,2026-01-24,1929,Alchemy
WIZ-00156,Oleander Jackdaw,oleander.jackdaw303@crystalball.io,sw,2024-06-27,1984,Enchantment
WIZ-00157,Bramble Netherfield,bramble.netherfield739@ravenpost.net,sw,2026-03-28,1934,Divination
WIZ-00158,Juniper Foxglove,juniper.foxglove330@ravenpost.net,nr,2025-05-27,1890,ILLUSION
WIZ-00159,Cassia Copperkettle,cassia.copperkettle585@grimoire.org,sw,2023-07-16,1974,Herbalism
WIZ-00160,Oleander Wandwright,oleander.wandwright951@ravenpost.net,ec,2023-08-02,1931,Herbalism
WIZ-00161,Xanthe Cinderfell,xanthe.cinderfell752@ravenpost.net,ML,2025-03-30,1912,Herbalism
WIZ-00162,Ignatius Wyrmwood,ignatius.wyrmwood584@owlmail.co,sw,2024-06-22,1980,Healing
WIZ-00163,Delphine Barrowmere,delphine.barrowmere564@grimoire.org,ec,2024-12-18,1953,Herbalism
WIZ-00164,Umbra Jackdaw,umbra.jackdaw423@grimoire.org,ML,2025-05-29,1915,Herbalism
WIZ-00165,Juniper Duskwater,juniper.duskwater407@ravenpost.net,the marshlands,2024-04-08,1961,Healing
WIZ-00166,Thaddeus Thistledown,thaddeus.thistledown323@ravenpost.net,the marshlands,2023-08-16,1990,ALCHEMY
WIZ-00167,Corvin Kilnworth,corvin.kilnworth160@owlmail.co,Northern Reaches,2023-02-08,1916,Divination
WIZ-00168,Corvin Yewbarrow,corvin.yewbarrow741@crystalball.io,ML,2025-02-08,1990,Enchantment
WIZ-00169,Grizelda Mistlethorn,grizelda.mistlethorn591@grimoire.org,NR,2024-08-08,1983,Alchemy
WIZ-00170,Ambrose Ashgrove,ambrose.ashgrove870@moonmail.net,cv,2025-02-18,1965,Transmutation
WIZ-00171,Umbra Ironquill,umbra.ironquill227@owlmail.co,Northern Reaches,2025-05-31,1935,Transmutation
WIZ-00172,Fenwick Mossheart,fenwick.mossheart345@ravenpost.net,Ember Coast,2025-08-08,1955,Transmutation
WIZ-00173,Belladonna Ravenscroft,belladonna.ravenscroft500@grimoire.org,SW,2025-11-05,1963,Enchantment
WIZ-00174,Rowan Barrowmere,rowan.barrowmere424@grimoire.org,EC,2023-04-02,1929,Herbalism
WIZ-00175,Kestrel Umberfall,kestrel.umberfall452@ravenpost.net,CV,2025-09-26,1972,Alchemy
WIZ-00176,Fenwick Ashgrove,fenwick.ashgrove949@owlmail.co,The Marshlands,2025-03-06,1886,Alchemy
WIZ-00177,Caspian Everbright,caspian.everbright217@owlmail.co,Silverwood,2023-08-03,1955,Transmutation
WIZ-00178,Bramble Wyrmwood,bramble.wyrmwood262@owlmail.co,NR,2026-05-11,1974,Herbalism
WIZ-00179,Alaric Wandwright,alaric.wandwright935@crystalball.io,ML,2023-10-05,1996,Enchantment
WIZ-00180,Gideon Nightbloom,gideon.nightbloom545@ravenpost.net,nr,2025-11-09,1943,HERBALISM
WIZ-00181,Peregrine Hazelrigg,peregrine.hazelrigg161@ravenpost.net,EC,2024-05-16,1965,Alchemy
WIZ-00182,Gideon Brightmantle,gideon.brightmantle397@ravenpost.net,crystal vale,2026-04-02,1913,Divination
WIZ-00183,Isolde Glimmerstone,isolde.glimmerstone628@owlmail.co,ec,2025-12-16,1939,ALCHEMY
WIZ-00184,Ignatius Ravenscroft,ignatius.ravenscroft701@owlmail.co,ML,2023-05-22,1975,HERBALISM
WIZ-00185,Jasper Kilnworth,jasper.kilnworth546@ravenpost.net,Northern Reaches,2025-05-22,1903,Enchantment
WIZ-00186,Ambrose Zellandine,ambrose.zellandine193@ravenpost.net,NR,2023-10-08,1963,Herbalism
WIZ-00187,Oswin Mistlethorn,oswin.mistlethorn705@grimoire.org,Northern Reaches,2023-01-27,1945,Enchantment
WIZ-00188,Yarrow Frostpetal,yarrow.frostpetal34@grimoire.org,ML,2024-12-15,1919,Transmutation
WIZ-00189,Morwenna Winterbourne,morwenna.winterbourne502@crystalball.io,The Marshlands,2024-03-25,1939,Transmutation
WIZ-00190,Yarrow Saltmarsh,yarrow.saltmarsh722@ravenpost.net,sw,2024-06-21,1990,Healing
WIZ-00191,Ignatius Yewbarrow,ignatius.yewbarrow529@ravenpost.net,NR,2024-08-10,1998,Alchemy
WIZ-00192,Kestrel Barrowmere,kestrel.barrowmere926@owlmail.co,ec,2023-02-25,1896,Enchantment
WIZ-00193,Maribel Ironquill,maribel.ironquill26@owlmail.co,Ember Coast,2024-02-28,1999,Divination
WIZ-00194,Umbra Hollowbranch,umbra.hollowbranch724@grimoire.org,SW,2024-11-04,1975,Transmutation
WIZ-00195,Petra Hollowbranch,petra.hollowbranch175@crystalball.io,sw,2024-01-25,1904,Divination
WIZ-00196,Dorian Zellandine,dorian.zellandine186@ravenpost.net,crystal vale,2024-04-01,1885,Herbalism
WIZ-00197,Fiora Frostpetal,fiora.frostpetal506@owlmail.co,nr,2024-07-06,1943,Transmutation
WIZ-00198,Alaric Fernwhistle,alaric.fernwhistle571@owlmail.co,NR,2025-04-11,1968,Alchemy
WIZ-00199,Corvin Mistlethorn,corvin.mistlethorn427@owlmail.co,NR,2023-03-31,1969,Enchantment
WIZ-00200,Juniper Stormbottle,juniper.stormbottle37@ravenpost.net,ML,2026-02-13,1999,Transmutation
WIZ-00201,Juniper Wandwright,juniper.wandwright881@crystalball.io,EC,2023-05-18,1911,Enchantment
WIZ-00202,Corvin Hazelrigg,corvin.hazelrigg620@crystalball.io,Ember Coast,2025-11-08,1918,Herbalism
WIZ-00203,Isolde Netherfield,isolde.netherfield510@grimoire.org,The Marshlands,2025-12-15,1914,Enchantment
WIZ-00204,Hawthorne Emberwhisk,hawthorne.emberwhisk213@moonmail.net,CV,2024-10-29,1927,Alchemy
WIZ-00205,Alaric Copperkettle,alaric.copperkettle316@crystalball.io,EC,2025-03-18,1885,Healing
WIZ-00206,Corvin Netherfield,corvin.netherfield854@crystalball.io,cv,2024-12-27,1945,Illusion
WIZ-00207,Jasper Dimbleby,jasper.dimbleby474@grimoire.org,CV,2026-01-01,1951,Alchemy
WIZ-00208,Juniper Ironquill,juniper.ironquill910@crystalball.io,NR,2023-12-06,1992,Healing
WIZ-00209,Ignatius Hollowbranch,ignatius.hollowbranch120@crystalball.io,SW,2025-08-03,1889,Alchemy
WIZ-00210,Peregrine Vexley,peregrine.vexley310@owlmail.co,Northern Reaches,2025-05-06,1984,DIVINATION
WIZ-00211,Bramble Everbright,bramble.everbright946@grimoire.org,ml,2024-12-05,1984,Alchemy
WIZ-00212,Hesper Ravenscroft,hesper.ravenscroft731@moonmail.net,NR,2023-02-07,1890,Enchantment
WIZ-00213,Vesper Dimbleby,vesper.dimbleby675@crystalball.io,Northern Reaches,2024-10-14,1966,Divination
WIZ-00214,Rowan Ironquill,rowan.ironquill280@owlmail.co,NR,2024-03-27,2007,Herbalism
WIZ-00215,Ignatius Umberfall,ignatius.umberfall722@crystalball.io,SW,2025-04-04,1924,Herbalism
WIZ-00216,Dorian Ravenscroft,dorian.ravenscroft56@ravenpost.net,EC,2023-02-21,1961,Herbalism
WIZ-00217,Caspian Netherfield,caspian.netherfield731@moonmail.net,northern reaches,2023-12-07,1982,Transmutation
WIZ-00218,Delphine Nightbloom,delphine.nightbloom785@grimoire.org,ember coast,2026-06-01,1903,Illusion
WIZ-00219,Xanthe Yewbarrow,xanthe.yewbarrow904@crystalball.io,EC,2023-12-05,1945,Healing
WIZ-00220,Kestrel Owlsworth,kestrel.owlsworth521@ravenpost.net,Ember Coast,2026-03-11,1898,Alchemy
WIZ-00221,Thaddeus Ironquill,thaddeus.ironquill636@owlmail.co,silverwood,2026-02-25,1934,Healing
WIZ-00222,Maribel Barrowmere,maribel.barrowmere351@moonmail.net,SW,2025-09-19,1970,Healing
WIZ-00223,Fiora Ashgrove,fiora.ashgrove100@grimoire.org,northern reaches,2025-10-18,1893,Herbalism
WIZ-00224,Yarrow Saltmarsh,yarrow.saltmarsh223@owlmail.co,crystal vale,2026-05-08,1966,Illusion
WIZ-00225,Jasper Crowfeather,jasper.crowfeather458@owlmail.co,Northern Reaches,2025-08-04,1923,Herbalism
WIZ-00226,Belladonna Umberfall,,CV,2026-02-17,1901,Illusion
WIZ-00227,Juniper Cinderfell,juniper.cinderfell289@ravenpost.net,Northern Reaches,2024-01-03,1935,Enchantment
WIZ-00228,Yarrow Barrowmere,yarrow.barrowmere143@owlmail.co,Silverwood,2026-05-10,1931,Illusion
WIZ-00229,Isolde Ravenscroft,isolde.ravenscroft907@grimoire.org,silverwood,2023-01-17,1902,Healing
WIZ-00230,Delphine Mistlethorn,delphine.mistlethorn522@grimoire.org,sw,2026-03-31,1930,Divination
WIZ-00231,Corvin Frostpetal,corvin.frostpetal276@grimoire.org,cv,2025-02-28,1889,Healing
WIZ-00232,Hawthorne Larkspur,hawthorne.larkspur748@moonmail.net,crystal vale,2026-06-08,1984,Alchemy
WIZ-00233,Petra Glimmerstone,petra.glimmerstone553@moonmail.net,EC,2023-03-21,1928,Herbalism
WIZ-00234,Gideon Everbright,gideon.everbright984@crystalball.io,EC,2025-06-05,2003,Herbalism
WIZ-00235,Corvin Duskwater,corvin.duskwater587@ravenpost.net,SW,2024-04-29,1979,Herbalism
WIZ-00236,Isolde Gorsebush,isolde.gorsebush631@crystalball.io,NR,2023-10-12,1979,Healing
WIZ-00237,Jasper Crowfeather,jasper.crowfeather718@owlmail.co,Ember Coast,2023-06-29,1995,Healing
WIZ-00238,Jasper Mistlethorn,jasper.mistlethorn771@grimoire.org,ML,2024-12-05,1941,Enchantment
WIZ-00239,Wendeline Cinderfell,wendeline.cinderfell476@grimoire.org,ec,2024-10-27,2006,ILLUSION
WIZ-00240,Yarrow Everbright,yarrow.everbright13@crystalball.io,CV,2024-06-27,1971,ALCHEMY
WIZ-00241,Cassia Nightbloom,cassia.nightbloom865@grimoire.org,sw,2026-04-14,1919,Alchemy
WIZ-00242,Quilla Larkspur,quilla.larkspur603@owlmail.co,sw,2023-09-05,1908,Alchemy
WIZ-00243,Elowen Thistledown,elowen.thistledown457@crystalball.io,NR,2025-12-20,1909,Healing
