brew_id,potion_sku,shop_id,cauldron_id,brewed_at,batch_size,brew_duration_minutes,quality_check,brewer_name
BRW-00056,POT-0015,SHP-12,CDR-24,2026-02-05T09:29:43Z,15,108,pass,Gideon Moonbrook
BRW-00057,POT-0113,SHP-08,CDR-02,2025-08-18 10:16:39,18,153,Pass,Umbra Thistledown
BRW-00058,POT-0031,SHP-12,CDR-06,2025-10-17 09:22:49,49,37,Pass,Dorian Mistlethorn
BRW-00059,POT-0013,SHP-02,CDR-05,2025-09-24T08:59:00Z,46,99,PASS,Wendeline Ashgrove
BRW-00060,POT-0007,SHP-15,CDR-26,2026-01-17T10:56:07Z,52,127,PASS,Nimbus Glimmerstone
BRW-00061,POT-0075,SHP-07,CDR-08,2024-09-16T08:15:03Z,45,100,Pass,Caspian Thistledown
BRW-00062,POT-0095,SHP-02,CDR-27,2025-09-10T05:35:43Z,58,141,Fail,Maribel Netherfield
BRW-00063,POT-0075,SHP-12,CDR-07,2024-11-01T09:46:38Z,35,92,Pass,Cassia Winterbourne
BRW-00064,POT-0040,SHP-06,CDR-27,2026-03-22T09:43:50Z,44,62,pass,Oleander Ravenscroft
BRW-00065,POT-0074,SHP-01,CDR-16,2026-05-24 05:23:52,32,117,pass,Morwenna Wandwright
BRW-00066,POT-0109,SHP-06,CDR-22,2026-06-16T07:00:59Z,58,136,PASS,Caspian Thistledown
BRW-00067,POT-0108,SHP-14,CDR-20,2026-03-05 07:52:00,43,47,Pass,Yarrow Ravenscroft
BRW-00068,POT-0075,SHP-10,CDR-06,2025-07-06T11:33:13Z,43,119,pass,Hesper Cinderfell
BRW-00069,POT-0057,SHP-04,CDR-20,2025-08-17 09:01:18,32,67,pass,Hesper Foxglove
BRW-00070,POT-0037,SHP-10,CDR-35,2025-11-01T08:22:44Z,21,81,pass,Gideon Thistledown
BRW-00071,POT-0026,SHP-03,CDR-10,2025-03-18 08:59:41,32,108,pass,Delphine Mossheart
BRW-00072,POT-0074,SHP-02,CDR-24,2026-04-11 09:49:52,11,95,PASS,Oleander Ravenscroft
BRW-00073,POT-0005,SHP-12,CDR-02,2026-02-05T07:33:10Z,39,42,fail,Dorian Mistlethorn
BRW-00074,POT-0060,SHP-09,CDR-18,2026-06-11 05:03:08,44,124,Pass,Thaddeus Frostpetal
BRW-00075,POT-0094,SHP-07,CDR-15,2025-06-18T08:26:03Z,23,87,pass,Caspian Thistledown
BRW-00076,POT-0079,SHP-02,CDR-07,2024-10-14T08:44:26Z,34,98,pass,Ambrose Winterbourne
BRW-00077,POT-0112,SHP-11,CDR-03,2025-08-13T10:40:48Z,47,105,pass,Maribel Netherfield
BRW-00078,POT-0103,SHP-02,CDR-03,2024-11-10T05:24:42Z,32,107,pass,Vesper Emberwhisk
BRW-00079,POT-0055,SHP-09,CDR-34,2026-02-23T07:31:46Z,11,91,PASS,Lyra Winterbourne
BRW-00080,POT-0089,SHP-06,CDR-25,2025-06-10 08:34:17,56,112,fail,Cassia Everbright
BRW-00081,POT-0069,SHP-01,CDR-33,2025-04-30T10:17:12Z,24,126,PASS,Nimbus Glimmerstone
BRW-00082,POT-0034,SHP-09,CDR-34,2025-12-05T11:06:35Z,58,122,PASS,Gideon Thistledown
BRW-00083,POT-0049,SHP-13,CDR-04,2024-07-31 08:33:11,30,116,pass,Cassia Everbright
BRW-00084,POT-0080,SHP-13,CDR-05,2026-05-27T08:12:20Z,26,122,pass,Belladonna Jackdaw
BRW-00085,POT-0074,SHP-10,CDR-31,2026-05-15T10:52:02Z,39,104,Pass,Dorian Glimmerstone
BRW-00086,POT-0029,SHP-15,CDR-04,2024-11-18 11:17:55,21,92,pass,Oswin Wyrmwood
BRW-00087,POT-0063,SHP-01,CDR-01,2026-01-21T06:58:18Z,34,89,pass,Delphine Zellandine
BRW-00088,POT-0064,SHP-06,CDR-14,2024-09-04 06:20:11,24,96,PASS,Belladonna Jackdaw
BRW-00089,POT-0069,SHP-06,CDR-35,2025-09-24T10:25:05Z,40,119,pass,Umbra Thistledown
BRW-00090,POT-0040,SHP-08,CDR-24,2025-07-08T09:20:18Z,55,17,Pass,Delphine Mossheart
BRW-00091,POT-0104,SHP-04,CDR-02,2025-08-05T08:23:13Z,49,170,pass,Delphine Mossheart
BRW-00092,POT-0055,SHP-01,CDR-39,2026-01-26T05:51:35Z,56,96,pass,Delphine Mossheart
BRW-00093,POT-0037,SHP-02,CDR-22,2025-09-13T11:51:51Z,51,90,pass,Maribel Netherfield
BRW-00094,POT-0119,SHP-10,CDR-35,2025-05-15T11:58:35Z,14,91,pass,Yarrow Ravenscroft
BRW-00095,POT-0006,SHP-04,CDR-30,2026-05-02 10:11:27,51,125,Pass,Wendeline Ashgrove
BRW-00096,POT-0044,SHP-15,CDR-40,2026-01-09T11:56:13Z,45,57,pass,Delphine Zellandine
BRW-00097,POT-0029,SHP-02,CDR-01,2024-12-28 05:14:39,20,61,pass,Delphine Zellandine
BRW-00098,POT-0030,SHP-13,CDR-25,2026-05-04 08:29:55,45,66,pass,Morwenna Wandwright
BRW-00099,POT-0030,SHP-02,CDR-23,2025-09-27T11:08:57Z,27,68,pass,Dorian Mistlethorn
BRW-00100,POT-0008,SHP-01,CDR-14,2025-11-08 11:41:24,38,61,PASS,Ambrose Fernwhistle
BRW-00101,POT-0001,SHP-04,CDR-31,2025-11-16T11:58:00Z,42,111,Pass,Hesper Cinderfell
BRW-00102,POT-0098,SHP-12,CDR-25,2026-06-29T11:51:28Z,32,106,pass,Zephyrine Zellandine
BRW-00103,POT-0101,SHP-11,CDR-33,2024-10-14T10:29:58Z,13,138,PASS,Belladonna Jackdaw
BRW-00104,POT-0074,SHP-12,CDR-10,2026-06-14T05:50:44Z,33,111,Pass,Thaddeus Frostpetal
BRW-00105,POT-0029,SHP-04,CDR-03,2025-06-22 08:21:02,39,72,pass,Nimbus Glimmerstone
BRW-00106,POT-0018,SHP-10,CDR-13,2026-04-22 05:34:40,49,20,pass,Zephyrine Zellandine
BRW-00107,POT-0082,SHP-04,CDR-25,2025-04-02 07:15:37,42,59,pass,Dorian Glimmerstone
BRW-00108,POT-0101,SHP-06,CDR-29,2024-11-20 06:13:32,35,125,pass,Oleander Ravenscroft
BRW-00109,POT-0107,SHP-14,CDR-13,2025-11-01 08:23:36,49,80,fail,Juniper Hollowbranch
BRW-00110,POT-0104,SHP-10,CDR-31,2026-01-05 07:09:51,30,156,pass,Vesper Emberwhisk
BRW-00111,POT-0031,SHP-04,CDR-05,2025-12-19T05:32:56Z,50,38,pass,Hesper Cinderfell
BRW-00112,POT-0041,SHP-09,CDR-03,2025-08-18 05:21:52,47,132,pass,Gideon Thistledown
BRW-00113,POT-0114,SHP-03,CDR-34,2025-02-24 06:19:55,54,76,pass,Wendeline Ashgrove
BRW-00114,POT-0002,SHP-10,CDR-09,2025-01-02T08:27:07Z,49,95,pass,Yarrow Ravenscroft
BRW-00115,POT-0078,SHP-07,CDR-32,2026-04-08 05:58:04,50,63,Pass,Grizelda Duskwater
BRW-00116,POT-0114,SHP-02,CDR-11,2025-07-30 08:19:27,19,55,pass,Grizelda Duskwater
BRW-00117,POT-0034,SHP-05,CDR-18,2024-09-06 10:24:04,43,111,Pass,Juniper Hollowbranch
BRW-00118,POT-0022,SHP-14,CDR-03,2025-08-11 06:48:00,11,118,Pass,Hesper Foxglove
BRW-00119,POT-0087,SHP-11,CDR-18,2026-03-26T11:55:13Z,41,76,FAIL,Grizelda Kilnworth
BRW-00120,POT-0072,SHP-06,CDR-10,2025-05-26 08:03:25,15,113,PASS,Caspian Thistledown
BRW-00121,POT-0001,SHP-05,CDR-13,2026-01-05T08:08:07Z,46,128,PASS,Maribel Netherfield
BRW-00122,POT-0005,SHP-15,CDR-15,2025-02-22T10:47:09Z,46,29,pass,Dorian Glimmerstone
BRW-00123,POT-0073,SHP-01,CDR-38,2024-12-12T09:46:44Z,45,57,Pass,Caspian Thistledown
BRW-00124,POT-0035,SHP-04,CDR-04,2025-08-07T10:00:25Z,19,74,PASS,Zephyrine Zellandine
BRW-00125,POT-0034,SHP-10,CDR-24,2024-06-30 08:09:44,14,93,PASS,Belladonna Jackdaw
BRW-00126,POT-0111,SHP-15,CDR-33,2026-01-30 10:29:05,16,50,fail,Morwenna Wandwright
BRW-00127,POT-0101,SHP-06,CDR-01,2025-08-25T08:05:52Z,19,158,pass,Hesper Foxglove
BRW-00128,POT-0090,SHP-06,CDR-08,2025-05-09T10:18:41Z,29,81,Pass,Gideon Thistledown
BRW-00129,POT-0069,SHP-02,CDR-35,2025-09-13T08:33:34Z,16,141,Pass,Wendeline Ashgrove
BRW-00130,POT-0007,SHP-11,CDR-29,2026-05-19T09:07:59Z,27,119,pass,Wendeline Ashgrove
BRW-00131,POT-0117,SHP-09,CDR-40,2024-09-16T05:10:34Z,29,43,pass,Grizelda Duskwater
BRW-00132,POT-0113,SHP-05,CDR-27,2026-06-01T11:18:45Z,17,141,pass,Umbra Thistledown
BRW-00133,POT-0095,SHP-03,CDR-36,2025-10-24T06:30:31Z,29,158,pass,Belladonna Jackdaw
BRW-00134,POT-0098,SHP-11,CDR-13,2025-12-04T09:19:21Z,41,91,pass,Delphine Zellandine
BRW-00135,POT-0090,SHP-03,CDR-01,2024-09-01T10:34:59Z,34,81,pass,Zephyrine Zellandine
BRW-00136,POT-0079,SHP-13,CDR-39,2024-07-11T08:18:52Z,23,89,pass,Wendeline Ashgrove
BRW-00137,POT-0107,SHP-10,CDR-40,2025-08-25 08:55:23,18,51,pass,Nimbus Glimmerstone
BRW-00138,POT-0002,SHP-12,CDR-37,2025-08-27T08:59:09Z,59,110,Pass,Nimbus Glimmerstone
BRW-00139,POT-0036,SHP-04,CDR-22,2024-06-25 11:21:32,13,91,fail,Wendeline Ashgrove
BRW-00140,POT-0044,SHP-04,CDR-31,2024-06-20T05:10:55Z,46,53,PASS,Juniper Hollowbranch
BRW-00141,POT-0029,SHP-01,CDR-10,2026-02-12T10:23:25Z,41,79,pass,Hesper Foxglove
BRW-00142,POT-0107,SHP-02,CDR-35,2025-09-19T05:13:24Z,23,42,pass,Hesper Foxglove
BRW-00143,POT-0011,SHP-05,CDR-14,2025-12-04T09:07:12Z,39,141,Pass,Vesper Emberwhisk
BRW-00144,POT-0110,SHP-09,CDR-34,2025-02-07T09:52:42Z,59,117,Pass,Thaddeus Frostpetal
BRW-00145,POT-0098,SHP-10,CDR-34,2025-07-12T09:32:43Z,59,82,pass,Delphine Mossheart
BRW-00146,POT-0104,SHP-11,CDR-10,2025-11-18T07:07:41Z,31,136,PASS,Thaddeus Frostpetal
BRW-00147,POT-0108,SHP-12,CDR-22,2025-06-26T10:47:20Z,15,80,pass,Cassia Everbright
BRW-00148,POT-0001,SHP-07,CDR-26,2024-10-06 08:16:08,51,99,pass,Morwenna Wandwright
BRW-00149,POT-0035,SHP-06,CDR-10,2025-01-24 07:57:30,37,52,pass,Yarrow Ravenscroft
BRW-00150,POT-0074,SHP-15,CDR-07,2026-06-19 11:30:45,13,121,Pass,Oleander Ravenscroft
BRW-00151,POT-0040,SHP-13,CDR-31,2025-04-08 07:37:14,38,33,pass,Vesper Emberwhisk
BRW-00152,POT-0027,SHP-02,CDR-24,2025-07-30 09:47:04,34,123,FAIL,Hesper Foxglove
BRW-00153,POT-0023,SHP-11,CDR-34,2024-08-28 06:37:58,18,118,pass,Nimbus Glimmerstone
BRW-00154,POT-0089,SHP-12,CDR-36,2024-05-31 11:04:31,18,73,pass,Yarrow Ravenscroft
BRW-00155,POT-0111,SHP-14,CDR-13,2026-05-14T11:44:50Z,18,68,pass,Dorian Glimmerstone
BRW-00156,POT-0093,SHP-08,CDR-13,2026-02-07T05:35:13Z,16,100,pass,Lyra Winterbourne
BRW-00157,POT-0079,SHP-01,CDR-01,2025-03-04T06:14:50Z,26,81,Pass,Cassia Everbright
BRW-00158,POT-0072,SHP-07,CDR-17,2025-01-10 11:18:10,44,99,pass,Caspian Thistledown
BRW-00159,POT-0050,SHP-10,CDR-33,2025-10-05T11:15:42Z,45,137,Pass,Kestrel Foxglove
BRW-00160,POT-0115,SHP-08,CDR-07,2024-10-25T11:50:08Z,37,117,pass,Cassia Winterbourne
BRW-00161,POT-0113,SHP-04,CDR-05,2025-11-18 09:23:09,11,142,pass,Gideon Moonbrook
BRW-00162,POT-0108,SHP-04,CDR-30,2024-10-15T09:06:30Z,34,76,PASS,Gideon Thistledown
BRW-00163,POT-0118,SHP-12,CDR-32,2026-03-06T05:46:16Z,18,69,Pass,Grizelda Duskwater
BRW-00164,POT-0054,SHP-12,CDR-08,2025-12-31T06:40:23Z,15,61,PASS,Umbra Thistledown
BRW-00165,POT-0111,SHP-09,CDR-37,2026-04-15T08:35:08Z,53,53,pass,Morwenna Wandwright
BRW-00166,POT-0034,SHP-02,CDR-36,2025-09-11T11:59:17Z,44,146,pass,Grizelda Kilnworth
BRW-00167,POT-0008,SHP-01,CDR-06,2025-07-21T07:35:37Z,60,97,Pass,Grizelda Kilnworth
BRW-00168,POT-0092,SHP-08,CDR-24,2026-05-27T09:47:42Z,26,67,pass,Juniper Hollowbranch
BRW-00169,POT-0071,SHP-01,CDR-34,2025-11-07T05:34:04Z,57,111,fail,Lyra Winterbourne
BRW-00170,POT-0009,SHP-13,CDR-22,2025-12-10T07:33:04Z,39,63,pass,Umbra Thistledown
BRW-00171,POT-0109,SHP-08,CDR-28,2025-04-07T09:00:29Z,40,84,Pass,Delphine Mossheart
BRW-00172,POT-0090,SHP-07,CDR-28,2025-06-01 10:31:51,45,79,pass,Hesper Cinderfell
BRW-00173,POT-0107,SHP-10,CDR-24,2025-09-18 09:27:16,28,95,pass,Grizelda Kilnworth
BRW-00174,POT-0065,SHP-05,CDR-20,2025-09-11T06:18:05Z,53,45,pass,Morwenna Wandwright
BRW-00175,POT-0105,SHP-01,CDR-31,2024-08-14T06:05:16Z,47,130,pass,Vesper Emberwhisk
BRW-00176,POT-0009,SHP-03,CDR-06,2026-02-04 09:44:33,11,69,Pass,Gideon Thistledown
BRW-00177,POT-0040,SHP-14,CDR-24,2024-10-30 10:27:29,23,66,pass,Ambrose Winterbourne
BRW-00178,POT-0040,SHP-05,CDR-28,2026-01-15 09:20:01,31,47,pass,Juniper Hollowbranch
BRW-00179,POT-0022,SHP-06,CDR-10,2025-12-18 07:54:45,59,97,fail,Ambrose Fernwhistle
BRW-00180,POT-0048,SHP-03,CDR-25,2026-02-09 05:47:33,12,104,PASS,Grizelda Kilnworth
BRW-00181,POT-0008,SHP-01,CDR-15,2025-06-09T09:31:52Z,25,69,PASS,Vesper Emberwhisk
BRW-00182,POT-0051,SHP-08,CDR-34,2024-09-02 11:39:08,59,21,pass,Oswin Wyrmwood
BRW-00183,POT-0008,SHP-03,CDR-19,2025-12-16T07:26:53Z,48,58,pass,Grizelda Kilnworth
BRW-00184,POT-0043,SHP-02,CDR-26,2025-06-26T07:20:14Z,51,56,pass,Cassia Winterbourne
BRW-00185,POT-0119,SHP-10,CDR-10,2024-11-30 07:00:58,24,90,Pass,Nimbus Glimmerstone
BRW-00186,POT-0074,SHP-12,CDR-01,2026-06-08T05:18:18Z,50,122,pass,Wendeline Ashgrove
BRW-00187,POT-0012,SHP-13,CDR-28,2025-04-15 10:17:35,26,111,pass,Gideon Moonbrook
BRW-00188,POT-0062,SHP-02,CDR-36,2025-04-09T08:08:21Z,48,149,pass,Caspian Thistledown
BRW-00189,POT-0022,SHP-12,CDR-05,2026-01-06 08:02:06,28,143,Pass,Kestrel Foxglove
BRW-00190,POT-0062,SHP-10,CDR-24,2024-08-31 05:44:39,33,154,Pass,Dorian Mistlethorn
BRW-00191,POT-0108,SHP-13,CDR-12,2025-09-03T08:57:21Z,37,78,pass,Yarrow Ravenscroft
BRW-00192,POT-0097,SHP-03,CDR-11,2025-12-18T08:55:58Z,23,146,pass,Thaddeus Frostpetal
BRW-00193,POT-0076,SHP-15,CDR-25,2026-02-25T05:05:50Z,39,44,PASS,Gideon Moonbrook
BRW-00194,POT-0092,SHP-04,CDR-23,2024-09-28T05:46:02Z,19,72,pass,Yarrow Ravenscroft
BRW-00195,POT-0036,SHP-12,CDR-27,2025-06-19T10:12:01Z,29,77,Pass,Dorian Mistlethorn
BRW-00196,POT-0101,SHP-12,CDR-28,2026-05-17T06:01:07Z,25,128,pass,Vesper Emberwhisk
BRW-00197,POT-0069,SHP-05,CDR-34,2026-03-21 07:10:32,12,148,pass,Belladonna Jackdaw
BRW-00198,POT-0044,SHP-03,CDR-08,2026-05-01T08:51:44Z,35,62,PASS,Cassia Winterbourne
BRW-00199,POT-0113,SHP-05,CDR-14,2025-04-11 08:47:54,45,162,pass,Ambrose Fernwhistle
BRW-00200,POT-0005,SHP-12,CDR-26,2025-04-14T06:26:59Z,34,43,pass,Gideon Thistledown
BRW-00201,POT-0085,SHP-08,CDR-36,2025-07-10T07:46:00Z,12,115,pass,Zephyrine Zellandine
BRW-00202,POT-0036,SHP-09,CDR-28,2024-07-24T08:11:06Z,41,94,Pass,Cassia Everbright
BRW-00203,POT-0095,SHP-15,CDR-02,2026-06-16 09:55:16,27,125,pass,Hesper Cinderfell
BRW-00204,POT-0115,SHP-02,CDR-39,2025-01-01T09:57:54Z,44,115,Pass,Umbra Thistledown
BRW-00205,POT-0003,SHP-06,CDR-14,2025-01-16T09:18:52Z,10,65,PASS,Morwenna Wandwright
BRW-00206,POT-0049,SHP-07,CDR-20,2024-05-03 08:51:45,52,105,pass,Delphine Mossheart
BRW-00207,POT-0094,SHP-13,CDR-29,2026-05-17 10:59:25,56,119,pass,Lyra Winterbourne
BRW-00208,POT-0051,SHP-11,CDR-02,2024-10-22 06:20:35,11,48,pass,Cassia Winterbourne
BRW-00209,POT-0008,SHP-04,CDR-27,2026-03-26 05:08:51,46,65,Pass,Cassia Winterbourne
BRW-00210,POT-0065,SHP-01,CDR-06,2024-12-12T08:32:16Z,44,32,Pass,Hesper Cinderfell
BRW-00211,POT-0074,SHP-01,CDR-01,2026-06-05T10:19:46Z,39,70,pass,Thaddeus Frostpetal
BRW-00212,POT-0117,SHP-09,CDR-18,2024-08-24T09:37:07Z,12,,fail,Thaddeus Frostpetal
BRW-00213,POT-0095,SHP-05,CDR-33,2025-10-16 07:16:10,43,141,pass,Cassia Everbright
BRW-00214,POT-0094,SHP-03,CDR-27,2026-03-03 10:12:09,20,132,pass,Dorian Mistlethorn
BRW-00215,POT-0057,SHP-11,CDR-36,2026-01-07 08:53:36,14,75,pass,Gideon Thistledown
BRW-00216,POT-0038,SHP-11,CDR-05,2026-04-15 11:02:48,33,15,pass,Dorian Mistlethorn
BRW-00217,POT-0074,SHP-10,CDR-34,2026-05-14T11:09:28Z,38,94,Pass,Hesper Cinderfell
BRW-00218,POT-0065,SHP-05,CDR-15,2025-03-23T07:46:29Z,45,52,Pass,Grizelda Kilnworth
BRW-00219,POT-0050,SHP-14,CDR-04,2026-03-21T06:10:58Z,54,164,Pass,Cassia Winterbourne
BRW-00220,POT-0005,SHP-10,CDR-27,2026-01-15 11:01:40,22,52,pass,Oswin Wyrmwood
BRW-00221,POT-0028,SHP-08,CDR-20,2026-05-04 06:36:32,36,50,pass,Dorian Mistlethorn
BRW-00222,POT-0062,SHP-04,CDR-36,2025-03-12T06:02:40Z,38,114,Pass,Caspian Thistledown
BRW-00223,POT-0079,SHP-02,CDR-05,2025-01-21 05:29:15,24,63,pass,Dorian Glimmerstone
BRW-00224,POT-0024,SHP-15,CDR-22,2026-03-29T07:04:29Z,55,107,pass,Ambrose Fernwhistle
BRW-00225,POT-0099,SHP-02,CDR-15,2026-01-24 08:57:55,59,171,pass,Gideon Thistledown
BRW-00226,POT-0065,SHP-09,CDR-22,2025-03-06 08:07:58,39,25,pass,Oswin Wyrmwood
BRW-00227,POT-0092,SHP-06,CDR-20,2026-01-28T10:37:25Z,42,84,pass,Ambrose Fernwhistle
BRW-00228,POT-0103,SHP-10,CDR-21,2024-05-18 08:17:25,12,83,Pass,Cassia Winterbourne
BRW-00229,POT-0015,SHP-11,CDR-20,2026-06-28T05:34:01Z,42,75,pass,Ambrose Winterbourne
BRW-00230,POT-0059,SHP-04,CDR-21,2026-02-26 06:33:41,33,110,pass,Hesper Cinderfell
BRW-00231,POT-0058,SHP-09,CDR-08,2025-10-23 06:53:09,19,109,pass,Belladonna Jackdaw
BRW-00232,POT-0116,SHP-13,CDR-04,2024-12-18T08:44:05Z,40,102,pass,Dorian Glimmerstone
BRW-00233,POT-0094,SHP-10,CDR-30,2024-07-21T07:31:52Z,54,122,pass,Ambrose Winterbourne
BRW-00234,POT-0027,SHP-09,CDR-14,2025-11-07 07:41:46,52,137,Pass,Gideon Moonbrook
BRW-00235,POT-0118,SHP-09,CDR-08,2026-05-10 09:48:45,40,66,FAIL,Cassia Winterbourne
BRW-00236,POT-0115,SHP-13,CDR-28,2025-02-18T10:11:46Z,47,111,pass,Ambrose Winterbourne
BRW-00237,POT-0006,SHP-03,CDR-08,2026-03-09T08:17:42Z,44,143,pass,Dorian Mistlethorn
BRW-00238,POT-0017,SHP-03,CDR-17,2026-01-18 08:45:28,35,134,pass,Umbra Thistledown
BRW-00239,POT-0110,SHP-05,CDR-01,2026-06-17 05:47:29,31,122,Pass,Zephyrine Zellandine
BRW-00240,POT-0070,SHP-02,CDR-03,2024-08-13 09:02:56,21,157,Pass,Lyra Winterbourne
